step,gold,health,miners,swordsmen,archers,stateValue,nearby_resources_available,enemy_health,enemy_miners,enemy_swordsmen,enemy_archers,enemies_in_vicinity,episode_time,action
0,0.1,1.0,0.05,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.05,0.0,0.0,0.0,0.0075080665,5
1,0.41,1.0,0.05,0.05,0.0,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.0,0.0,0.22129636,5
2,0.31,1.0,0.05,0.1,0.0,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.0,0.0,0.22519654,3
3,0.32,1.0,0.05,0.1,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.22912234,3
4,0.32,1.0,0.05,0.1,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.23310153,0
5,0.32,1.0,0.05,0.1,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.23697461,0
6,0.33,1.0,0.05,0.1,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.24131699,5
7,0.23,1.0,0.05,0.15,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.24536328,3
8,0.24,1.0,0.05,0.15,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.24907054,0
9,0.24,1.0,0.05,0.15,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.25296256,0
10,0.24,1.0,0.05,0.15,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.0,0.0,0.25745347,0
11,0.25,1.0,0.05,0.15,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.26185444,0
12,0.25,1.0,0.05,0.15,0.0,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.26629728,6
13,0.11,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.2708195,5
14,0.01,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.27465174,3
15,0.01,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.2785245,0
16,0.02,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.28249073,5
17,0.12,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.28696966,1
18,0.13,1.0,0.05,0.2,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.05,0.0,0.2913418,3
19,0.13,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.05,0.0,0.29578635,6
20,0.14,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.29967853,3
21,0.14,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.30355942,4
22,0.14,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.30799457,6
23,0.15,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.31185704,3
24,0.15,1.0,0.05,0.2,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.31575716,5
25,0.05,1.0,0.05,0.25,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.32023162,2
26,0.06,1.0,0.05,0.25,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.32417947,5
27,0.06,1.0,0.05,0.25,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.3285382,0
28,0.07,1.0,0.05,0.25,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.33242428,5
29,0.07,1.0,0.05,0.25,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.3365519,4
30,0.07,1.0,0.05,0.25,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.34079844,1
31,0.08,1.0,0.05,0.25,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.34464884,6
32,0.08,1.0,0.05,0.25,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.3491114,3
33,0.09,1.0,0.05,0.25,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.35353756,0
34,0.09,1.0,0.05,0.25,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.3579871,4
35,0.17,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.37420067,3
36,0.18,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.38913244,3
37,0.19,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.3971296,3
38,0.19,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.40190706,3
39,0.2,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.40636507,1
40,0.2,1.0,0.05,0.1,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.41030276,0
41,0.21,1.0,0.05,0.1,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.414243,3
42,0.21,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.4185702,5
43,0.11,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.4230204,5
44,0.02,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.42712942,0
45,0.07,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.43131018,1
46,0.08,1.0,0.05,0.15,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.43534046,4
47,0.08,1.0,0.05,0.15,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.43964532,3
48,0.08,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.44358194,0
49,0.09,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.0,0.44798833,2
50,0.09,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.45242244,0
51,0.1,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.4569289,4
52,0.1,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.4613081,0
53,0.1,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.4657692,0
54,0.11,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.46965063,2
55,0.11,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.47414947,2
56,0.12,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.47855407,5
57,0.02,1.0,0.05,0.2,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.48298982,1
58,0.03,1.0,0.05,0.15,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.48754025,5
59,0.03,1.0,0.05,0.15,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.0,0.4918985,2
60,0.03,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.05,0.4957592,6
61,0.04,1.0,0.05,0.15,0.05,0.0,1.0,0.0,3.0,1.0,0.1,0.15,0.1,0.05,0.49969172,3
62,0.04,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.1,0.50415677,3
63,0.1,1.0,0.05,0.15,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.1,0.5085455,4
64,0.1,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.05,0.512981,0
65,0.1,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.05,0.51688343,3
66,0.11,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.05,0.52132064,0
67,0.11,1.0,0.05,0.1,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.05,0.52578884,3
68,0.12,1.0,0.05,0.05,0.05,0.0,0.0,1.0,3.0,1.0,0.1,0.15,0.1,0.05,0.5297012,1
69,0.12,1.0,0.05,0.05,0.05,1.0,0.0,0.0,3.0,1.0,0.1,0.15,0.1,0.1,0.53358734,0
